spellKey,spellLabel,level,schoolKey,castingTime,actionEconomyTag,rangeText,rangeKind,rangeDistanceFeet,rangeAreaText,componentVerbal,componentSomatic,componentMaterial,materialText,duration,concentration,ritual,requiresSavingThrow,saveAbilityKeys,requiresAttackRoll,attackRollKind,atHigherLevelsText,sourceSection
ensnaring-strike,Ensnaring Strike,1,conjuration,"Bonus Action, which you take immediately after hitting a creature with a weapon",bonus-action,Self,self,,,true,false,false,,"Concentration, up to 1 minute",true,false,true,strength,false,,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 1.,Spell Descriptions: Ensnaring Strike
entangle,Entangle,1,conjuration,Action,action,90 feet,feet,90,,true,true,false,,"Concentration, up to 1 minute",true,false,true,strength,false,,,Spell Descriptions: Entangle
enthrall,Enthrall,2,enchantment,Action,action,60 feet,feet,60,,true,true,false,,"Concentration, up to 1 minute",true,false,true,wisdom,false,,,Spell Descriptions: Enthrall
etherealness,Etherealness,7,conjuration,Action,action,Self,self,,,true,true,false,,Up to 8 hours,false,false,false,,false,,Using a Higher-Level Spell Slot. You can target up to three willing creatures (including yourself) for each spell slot level above 7. The creatures must be within 10 feet of you when you cast the spell.,Spell Descriptions: Etherealness
expeditious-retreat,Expeditious Retreat,1,transmutation,Bonus Action,bonus-action,Self,self,,,true,true,false,,"Concentration, up to 10 minutes",true,false,false,,false,,,Spell Descriptions: Expeditious Retreat
eyebite,Eyebite,6,necromancy,Action,action,Self,self,,,true,true,false,,"Concentration, up to 1 minute",true,false,true,wisdom,false,,,Spell Descriptions: Eyebite
fabricate,Fabricate,4,transmutation,10 minutes,long-cast,120 feet,feet,120,,true,true,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Fabricate
faerie-fire,Faerie Fire,1,evocation,Action,action,60 feet,feet,60,,true,false,false,,"Concentration, up to 1 minute",true,false,true,dexterity,false,,,Spell Descriptions: Faerie Fire
faithful-hound,Faithful Hound,4,conjuration,Action,action,30 feet,feet,30,,true,true,true,a silver whistle,8 hours,false,false,true,dexterity,false,,,Spell Descriptions: Faithful Hound
false-life,False Life,1,necromancy,Action,action,Self,self,,,true,true,true,a drop of alcohol,Instantaneous,false,false,false,,false,,Using a Higher-Level Spell Slot. You gain 5 additional Temporary Hit Points for each spell slot level above 1.,Spell Descriptions: False Life
fear,Fear,3,illusion,Action,action,Self,self,,,true,true,true,a white feather,"Concentration, up to 1 minute",true,false,true,wisdom,false,,,Spell Descriptions: Fear
feather-fall,Feather Fall,1,transmutation,"Reaction, which you take when you or a creature you can see within 60 feet of you falls",reaction,60 feet,feet,60,,true,false,true,a small feather or piece of down,1 minute,false,false,false,,false,,,Spell Descriptions: Feather Fall
find-familiar,Find Familiar,1,conjuration,1 hour or Ritual,long-cast,10 feet,feet,10,,true,true,true,"burning incense worth 10+ GP, which the spell consumes",Instantaneous,false,true,false,,false,,,Spell Descriptions: Find Familiar
find-steed,Find Steed,2,conjuration,Action,action,30 feet,feet,30,,true,true,false,,Instantaneous,false,false,false,,false,,Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.,Spell Descriptions: Find Steed
find-the-path,Find the Path,6,divination,1 minute,long-cast,Self,self,,,true,true,true,a set of divination tools--such as cards or runes--worth 100+ GP,"Concentration, up to 1 day",true,false,false,,false,,,Spell Descriptions: Find the Path
find-traps,Find Traps,2,divination,Action,action,120 feet,feet,120,,true,true,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Find Traps
finger-of-death,Finger of Death,7,necromancy,Action,action,60 feet,feet,60,,true,true,false,,Instantaneous,false,false,true,constitution,false,,,Spell Descriptions: Finger of Death
fireball,Fireball,3,evocation,Action,action,150 feet,feet,150,,true,true,true,a ball of bat guano and sulfur,Instantaneous,false,false,true,dexterity,false,,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3.,Spell Descriptions: Fireball
fire-bolt,Fire Bolt,0,evocation,Action,action,120 feet,feet,120,,true,true,false,,Instantaneous,false,false,false,,true,ranged,"Cantrip Upgrade. The damage increases by 1d10 when you reach levels 5 (2d10), 11 (3d10), and 17 (4d10).",Spell Descriptions: Fire Bolt
fire-shield,Fire Shield,4,evocation,Action,action,Self,self,,,true,true,true,a bit of phosphorus or a firefly,10 minutes,false,false,false,,false,,,Spell Descriptions: Fire Shield
fire-storm,Fire Storm,7,evocation,Action,action,150 feet,feet,150,,true,true,false,,Instantaneous,false,false,true,dexterity,false,,,Spell Descriptions: Fire Storm
flame-blade,Flame Blade,2,evocation,Bonus Action,bonus-action,Self,self,,,true,true,true,a sumac leaf,"Concentration, up to 10 minutes",true,false,false,,true,melee,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2.,Spell Descriptions: Flame Blade
flame-strike,Flame Strike,5,evocation,Action,action,60 feet,feet,60,,true,true,true,a pinch of sulfur,Instantaneous,false,false,true,dexterity,false,,Using a Higher-Level Spell Slot. The Fire damage and the Radiant damage increase by 1d6 for each spell slot level above 5.,Spell Descriptions: Flame Strike
flaming-sphere,Flaming Sphere,2,conjuration,Action,action,60 feet,feet,60,,true,true,true,a ball of wax,"Concentration, up to 1 minute",true,false,true,dexterity,false,,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2.,Spell Descriptions: Flaming Sphere
flesh-to-stone,Flesh to Stone,6,transmutation,Action,action,60 feet,feet,60,,true,true,true,a cockatrice feather,"Concentration, up to 1 minute",true,false,true,constitution,false,,,Spell Descriptions: Flesh to Stone
floating-disk,Floating Disk,1,conjuration,Action or Ritual,action,30 feet,feet,30,,true,true,true,a drop of mercury,1 hour,false,true,false,,false,,,Spell Descriptions: Floating Disk
fly,Fly,3,transmutation,Action,action,Touch,touch,,,true,true,true,a feather,"Concentration, up to 10 minutes",true,false,false,,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 3.,Spell Descriptions: Fly
fog-cloud,Fog Cloud,1,conjuration,Action,action,120 feet,feet,120,,true,true,false,,"Concentration, up to 1 hour",true,false,false,,false,,Using a Higher-Level Spell Slot. The fog's radius increases by 20 feet for each spell slot level above 1.,Spell Descriptions: Fog Cloud
forbiddance,Forbiddance,6,abjuration,10 minutes or Ritual,long-cast,Touch,touch,,,true,true,true,"ruby dust worth 1,000+ GP",1 day,false,true,false,,false,,,Spell Descriptions: Forbiddance
forcecage,Forcecage,7,evocation,Action,action,100 feet,feet,100,,true,true,true,"ruby dust worth 1,500+ GP, which the spell consumes","Concentration, up to 1 hour",true,false,true,charisma,false,,,Spell Descriptions: Forcecage
foresight,Foresight,9,divination,1 minute,long-cast,Touch,touch,,,true,true,true,a hummingbird feather,8 hours,false,false,false,,false,,,Spell Descriptions: Foresight
freedom-of-movement,Freedom of Movement,4,abjuration,Action,action,Touch,touch,,,true,true,true,a leather strap,1 hour,false,false,false,,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 4.,Spell Descriptions: Freedom of Movement
freezing-sphere,Freezing Sphere,6,evocation,Action,action,300 feet,feet,300,,true,true,true,a miniature crystal sphere,Instantaneous,false,false,true,constitution,false,,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 6.,Spell Descriptions: Freezing Sphere
gaseous-form,Gaseous Form,3,transmutation,Action,action,Touch,touch,,,true,true,true,a bit of gauze,"Concentration, up to 1 hour",true,false,true,constitution,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 3.,Spell Descriptions: Gaseous Form
gate,Gate,9,conjuration,Action,action,60 feet,feet,60,,true,true,true,"a diamond worth 5,000+ GP","Concentration, up to 1 minute",true,false,false,,false,,,Spell Descriptions: Gate
geas,Geas,5,enchantment,1 minute,long-cast,60 feet,feet,60,,true,false,false,,30 days,false,false,true,wisdom,false,,"Using a Higher-Level Spell Slot. If you use a level 7 or 8 spell slot, the duration is 365 days. If you use a level 9 spell slot, the spell lasts until it is ended by one of the spells mentioned above.",Spell Descriptions: Geas
gentle-repose,Gentle Repose,2,necromancy,Action or Ritual,action,Touch,touch,,,true,true,true,"2 Copper Pieces, which the spell consumes",10 days,false,true,false,,false,,,Spell Descriptions: Gentle Repose
giant-insect,Giant Insect,4,conjuration,Action,action,60 feet,feet,60,,true,true,false,,"Concentration, up to 10 minutes",true,false,false,,false,,Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.,Spell Descriptions: Giant Insect
glibness,Glibness,8,enchantment,Action,action,Self,self,,,true,false,false,,1 hour,false,false,false,,false,,,Spell Descriptions: Glibness
globe-of-invulnerability,Globe of Invulnerability,6,abjuration,Action,action,Self,self,,,true,true,true,a glass bead,"Concentration, up to 1 minute",true,false,false,,false,,Using a Higher-Level Spell Slot. The barrier blocks spells of 1 level higher for each spell slot level above 6.,Spell Descriptions: Globe of Invulnerability
glyph-of-warding,Glyph of Warding,3,abjuration,1 hour,long-cast,Touch,touch,,,true,true,true,"powdered diamond worth 200+ GP, which the spell consumes",Until dispelled or triggered,false,false,true,dexterity,false,,"Using a Higher-Level Spell Slot. The damage of an explosive rune increases by 1d8 for each spell slot level above 3. If you create a spell glyph, you can store any spell of up to the same level as the spell slot you use for the Glyph of Warding.",Spell Descriptions: Glyph of Warding
goodberry,Goodberry,1,conjuration,Action,action,Self,self,,,true,true,true,a sprig of mistletoe,24 hours,false,false,false,,false,,,Spell Descriptions: Goodberry
grease,Grease,1,conjuration,Action,action,60 feet,feet,60,,true,true,true,a bit of pork rind or butter,1 minute,false,false,true,dexterity,false,,,Spell Descriptions: Grease
greater-invisibility,Greater Invisibility,4,illusion,Action,action,Touch,touch,,,true,true,false,,"Concentration, up to 1 minute",true,false,false,,false,,,Spell Descriptions: Greater Invisibility
greater-restoration,Greater Restoration,5,abjuration,Action,action,Touch,touch,,,true,true,true,"diamond dust worth 100+ GP, which the spell consumes",Instantaneous,false,false,false,,false,,,Spell Descriptions: Greater Restoration
guardian-of-faith,Guardian of Faith,4,conjuration,Action,action,30 feet,feet,30,,true,false,false,,8 hours,false,false,true,dexterity,false,,,Spell Descriptions: Guardian of Faith
guards-and-wards,Guards and Wards,6,abjuration,1 hour,long-cast,Touch,touch,,,true,true,true,a silver rod worth 10+ GP,24 hours,false,false,false,,false,,,Spell Descriptions: Guards and Wards
guidance,Guidance,0,divination,Action,action,Touch,touch,,,true,true,false,,"Concentration, up to 1 minute",true,false,false,,false,,,Spell Descriptions: Guidance
guiding-bolt,Guiding Bolt,1,evocation,Action,action,120 feet,feet,120,,true,true,false,,1 round,false,false,false,,true,ranged,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 1.,Spell Descriptions: Guiding Bolt
gust-of-wind,Gust of Wind,2,evocation,Action,action,Self,self,,,true,true,true,a legume seed,"Concentration, up to 1 minute",true,false,true,strength,false,,,Spell Descriptions: Gust of Wind
hallow,Hallow,5,abjuration,24 hours,long-cast,Touch,touch,,,true,true,true,"incense worth 1,000+ GP, which the spell consumes",Until dispelled,false,false,false,,false,,,Spell Descriptions: Hallow
hallucinatory-terrain,Hallucinatory Terrain,4,illusion,10 minutes,long-cast,300 feet,feet,300,,true,true,true,a mushroom,24 hours,false,false,false,,false,,,Spell Descriptions: Hallucinatory Terrain
harm,Harm,6,necromancy,Action,action,60 feet,feet,60,,true,true,false,,Instantaneous,false,false,true,constitution,false,,,Spell Descriptions: Harm
haste,Haste,3,transmutation,Action,action,30 feet,feet,30,,true,true,true,a shaving of licorice root,"Concentration, up to 1 minute",true,false,true,dexterity,false,,,Spell Descriptions: Haste
heal,Heal,6,abjuration,Action,action,60 feet,feet,60,,true,true,false,,Instantaneous,false,false,false,,false,,Using a Higher-Level Spell Slot. The healing increases by 10 for each spell slot level above 6.,Spell Descriptions: Heal
healing-word,Healing Word,1,abjuration,Bonus Action,bonus-action,60 feet,feet,60,,true,false,false,,Instantaneous,false,false,false,,false,,Using a Higher-Level Spell Slot. The healing increases by 2d4 for each spell slot level above 1.,Spell Descriptions: Healing Word
heat-metal,Heat Metal,2,transmutation,Action,action,60 feet,feet,60,,true,true,true,a piece of iron and a flame,"Concentration, up to 1 minute",true,false,true,constitution,false,,Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 2.,Spell Descriptions: Heat Metal
hellish-rebuke,Hellish Rebuke,1,evocation,"Reaction, which you take in response to taking damage from a creature that you can see within 60 feet of yourself",reaction,60 feet,feet,60,,true,true,false,,Instantaneous,false,false,true,dexterity,false,,Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 1.,Spell Descriptions: Hellish Rebuke
heroes-feast,Heroes' Feast,6,conjuration,10 minutes,long-cast,Self,self,,,true,true,true,"a gem-encrusted bowl worth 1,000+ GP, which the spell consumes",Instantaneous,false,false,false,,false,,,Spell Descriptions: Heroes' Feast
heroism,Heroism,1,enchantment,Action,action,Touch,touch,,,true,true,false,,"Concentration, up to 1 minute",true,false,false,,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.,Spell Descriptions: Heroism
hex,Hex,1,enchantment,Bonus Action,bonus-action,90 feet,feet,90,,true,true,true,the petrified eye of a newt,"Concentration, up to 1 hour",true,false,false,,false,,"Using a Higher-Level Spell Slot. Your Concentration can last longer with a spell slot of level 2 (up to 4 hours), 3-4 (up to 8 hours), or 5+ (24 hours).",Spell Descriptions: Hex
hideous-laughter,Hideous Laughter,1,enchantment,Action,action,30 feet,feet,30,,true,true,true,a tart and a feather,"Concentration, up to 1 minute",true,false,true,wisdom,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.,Spell Descriptions: Hideous Laughter
hold-monster,Hold Monster,5,enchantment,Action,action,90 feet,feet,90,,true,true,true,a straight piece of iron,"Concentration, up to 1 minute",true,false,true,wisdom,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 5.,Spell Descriptions: Hold Monster
hold-person,Hold Person,2,enchantment,Action,action,60 feet,feet,60,,true,true,true,a straight piece of iron,"Concentration, up to 1 minute",true,false,true,wisdom,false,,Using a Higher-Level Spell Slot. You can target one additional Humanoid for each spell slot level above 2.,Spell Descriptions: Hold Person
holy-aura,Holy Aura,8,abjuration,Action,action,Self,self,,,true,true,true,"a reliquary worth 1,000+ GP","Concentration, up to 1 minute",true,false,true,constitution,false,,,Spell Descriptions: Holy Aura
hunters-mark,Hunter's Mark,1,divination,Bonus Action,bonus-action,90 feet,feet,90,,true,false,false,,"Concentration, up to 1 hour",true,false,false,,false,,Using a Higher-Level Spell Slot. Your Concentration can last longer with a spell slot of level 3-4 (up to 8 hours) or 5+ (up to 24 hours).,Spell Descriptions: Hunter's Mark
hypnotic-pattern,Hypnotic Pattern,3,illusion,Action,action,120 feet,feet,120,,false,true,true,a pinch of confetti,"Concentration, up to 1 minute",true,false,true,wisdom,false,,,Spell Descriptions: Hypnotic Pattern
ice-knife,Ice Knife,1,conjuration,Action,action,60 feet,feet,60,,false,true,true,a drop of water or a piece of ice,Instantaneous,false,false,true,dexterity,true,ranged,Using a Higher-Level Spell Slot. The Cold damage increases by 1d6 for each spell slot level above 1.,Spell Descriptions: Ice Knife
ice-storm,Ice Storm,4,evocation,Action,action,300 feet,feet,300,,true,true,true,a mitten,Instantaneous,false,false,true,dexterity,false,,Using a Higher-Level Spell Slot. The Bludgeoning damage increases by 1d10 for each spell slot level above 4.,Spell Descriptions: Ice Storm
identify,Identify,1,divination,1 minute or Ritual,long-cast,Touch,touch,,,true,true,true,a pearl worth 100+ GP,Instantaneous,false,true,false,,false,,,Spell Descriptions: Identify
illusory-script,Illusory Script,1,illusion,1 minute or Ritual,long-cast,Touch,touch,,,false,true,true,"ink worth 10+ GP, which the spell consumes",10 days,false,true,false,,false,,,Spell Descriptions: Illusory Script
imprisonment,Imprisonment,9,abjuration,1 minute,long-cast,30 feet,feet,30,,true,true,true,"a statuette of the target worth 5,000+ GP",Until dispelled,false,false,true,wisdom,false,,,Spell Descriptions: Imprisonment
incendiary-cloud,Incendiary Cloud,8,conjuration,Action,action,150 feet,feet,150,,true,true,false,,"Concentration, up to 1 minute",true,false,true,dexterity,false,,,Spell Descriptions: Incendiary Cloud
inflict-wounds,Inflict Wounds,1,necromancy,Action,action,Touch,touch,,,true,true,false,,Instantaneous,false,false,true,constitution,false,,Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 1.,Spell Descriptions: Inflict Wounds
insect-plague,Insect Plague,5,conjuration,Action,action,300 feet,feet,300,,true,true,true,a locust,"Concentration, up to 10 minutes",true,false,true,constitution,false,,Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 5.,Spell Descriptions: Insect Plague
instant-summons,Instant Summons,6,conjuration,1 minute or Ritual,long-cast,Touch,touch,,,true,true,true,"a sapphire worth 1,000+ GP",Until dispelled,false,true,false,,false,,,Spell Descriptions: Instant Summons
irresistible-dance,Irresistible Dance,6,enchantment,Action,action,30 feet,feet,30,,true,false,false,,"Concentration, up to 1 minute",true,false,true,dexterity;wisdom,false,,,Spell Descriptions: Irresistible Dance
invisibility,Invisibility,2,illusion,Action,action,Touch,touch,,,true,true,true,an eyelash in gum arabic,"Concentration, up to 1 hour",true,false,false,,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 2.,Spell Descriptions: Invisibility
jump,Jump,1,transmutation,Bonus Action,bonus-action,Touch,touch,,,true,true,true,a grasshopper's hind leg,1 minute,false,false,false,,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.,Spell Descriptions: Jump
knock,Knock,2,transmutation,Action,action,60 feet,feet,60,,true,false,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Knock
legend-lore,Legend Lore,5,divination,10 minutes,long-cast,Self,self,,,true,true,true,"incense worth 250+ GP, which the spell consumes, and four ivory strips worth 50+ GP each",Instantaneous,false,false,false,,false,,,Spell Descriptions: Legend Lore
lesser-restoration,Lesser Restoration,2,abjuration,Bonus Action,bonus-action,Touch,touch,,,true,true,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Lesser Restoration
levitate,Levitate,2,transmutation,Action,action,60 feet,feet,60,,true,true,true,a metal spring,"Concentration, up to 10 minutes",true,false,true,constitution,false,,,Spell Descriptions: Levitate
light,Light,0,evocation,Action,action,Touch,touch,,,true,false,true,a firefly or phosphorescent moss,1 hour,false,false,false,,false,,,Spell Descriptions: Light
lightning-bolt,Lightning Bolt,3,evocation,Action,action,Self,self,,,true,true,true,a bit of fur and a crystal rod,Instantaneous,false,false,true,dexterity,false,,Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3.,Spell Descriptions: Lightning Bolt
locate-animals-or-plants,Locate Animals or Plants,2,divination,Action or Ritual,action,Self,self,,,true,true,true,fur from a bloodhound,Instantaneous,false,true,false,,false,,,Spell Descriptions: Locate Animals or Plants
locate-creature,Locate Creature,4,divination,Action,action,Self,self,,,true,true,true,fur from a bloodhound,"Concentration, up to 1 hour",true,false,false,,false,,,Spell Descriptions: Locate Creature
locate-object,Locate Object,2,divination,Action,action,Self,self,,,true,true,true,a forked twig,"Concentration, up to 10 minutes",true,false,false,,false,,,Spell Descriptions: Locate Object
longstrider,Longstrider,1,transmutation,Action,action,Touch,touch,,,true,true,true,a pinch of dirt,1 hour,false,false,false,,false,,Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.,Spell Descriptions: Longstrider
mage-armor,Mage Armor,1,abjuration,Action,action,Touch,touch,,,true,true,true,a piece of cured leather,8 hours,false,false,false,,false,,,Spell Descriptions: Mage Armor
mage-hand,Mage Hand,0,conjuration,Action,action,30 feet,feet,30,,true,true,false,,1 minute,false,false,false,,false,,,Spell Descriptions: Mage Hand
magic-circle,Magic Circle,3,abjuration,1 minute,long-cast,10 feet,feet,10,,true,true,true,"salt and powdered silver worth 100+ GP, which the spell consumes",1 hour,false,false,true,charisma,false,,Using a Higher-Level Spell Slot. The duration increases by 1 hour for each spell slot level above 3.,Spell Descriptions: Magic Circle
magic-jar,Magic Jar,6,necromancy,1 minute,long-cast,Self,self,,,true,true,true,"a gem, crystal, or reliquary worth 500+ GP",Until dispelled,false,false,true,charisma,false,,,Spell Descriptions: Magic Jar
magic-missile,Magic Missile,1,evocation,Action,action,120 feet,feet,120,,true,true,false,,Instantaneous,false,false,false,,false,,Using a Higher-Level Spell Slot. The spell creates one more dart for each spell slot level above 1.,Spell Descriptions: Magic Missile
magic-mouth,Magic Mouth,2,illusion,1 minute or Ritual,long-cast,30 feet,feet,30,,true,true,true,"jade dust worth 10+ GP, which the spell consumes",Until dispelled,false,true,false,,false,,,Spell Descriptions: Magic Mouth
magic-weapon,Magic Weapon,2,transmutation,Bonus Action,bonus-action,Touch,touch,,,true,true,false,,1 hour,false,false,false,,false,,Using a Higher-Level Spell Slot. The bonus increases to +2 with a level 3-5 spell slot. The bonus increases to +3 with a level 6+ spell slot.,Spell Descriptions: Magic Weapon
magnificent-mansion,Magnificent Mansion,7,conjuration,1 minute,long-cast,300 feet,feet,300,,true,true,true,a miniature door worth 15+ GP,24 hours,false,false,false,,false,,,Spell Descriptions: Magnificent Mansion
major-image,Major Image,3,illusion,Action,action,120 feet,feet,120,,true,true,true,a bit of fleece,"Concentration, up to 10 minutes",true,false,false,,false,,"Using a Higher-Level Spell Slot. The spell lasts until dispelled, without requiring Concentration, if cast with a level 4+ spell slot.",Spell Descriptions: Major Image
mass-cure-wounds,Mass Cure Wounds,5,abjuration,Action,action,60 feet,feet,60,,true,true,false,,Instantaneous,false,false,false,,false,,Using a Higher-Level Spell Slot. The healing increases by 1d8 for each spell slot level above 5.,Spell Descriptions: Mass Cure Wounds
mass-heal,Mass Heal,9,abjuration,Action,action,60 feet,feet,60,,true,true,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Mass Heal
mass-healing-word,Mass Healing Word,3,abjuration,Bonus Action,bonus-action,60 feet,feet,60,,true,false,false,,Instantaneous,false,false,false,,false,,Using a Higher-Level Spell Slot. The healing increases by 1d4 for each spell slot level above 3.,Spell Descriptions: Mass Healing Word
mass-suggestion,Mass Suggestion,6,enchantment,Action,action,60 feet,feet,60,,true,false,true,a snake's tongue,24 hours,false,false,true,wisdom,false,,"Using a Higher-Level Spell Slot. The duration is longer with a spell slot of level 7 (10 days), 8 (30 days), or 9 (366 days).",Spell Descriptions: Mass Suggestion
maze,Maze,8,conjuration,Action,action,60 feet,feet,60,,true,true,false,,"Concentration, up to 10 minutes",true,false,false,,false,,,Spell Descriptions: Maze
meld-into-stone,Meld into Stone,3,transmutation,Action or Ritual,action,Touch,touch,,,true,true,false,,8 hours,false,true,false,,false,,,Spell Descriptions: Meld into Stone
mending,Mending,0,transmutation,1 minute,long-cast,Touch,touch,,,true,true,true,two lodestones,Instantaneous,false,false,false,,false,,,Spell Descriptions: Mending
message,Message,0,transmutation,Action,action,120 feet,feet,120,,false,true,true,a copper wire,1 round,false,false,false,,false,,,Spell Descriptions: Message
meteor-swarm,Meteor Swarm,9,evocation,Action,action,1 mile,miles,5280,,true,true,false,,Instantaneous,false,false,true,dexterity,false,,,Spell Descriptions: Meteor Swarm
mind-blank,Mind Blank,8,abjuration,Action,action,Touch,touch,,,true,true,false,,24 hours,false,false,false,,false,,,Spell Descriptions: Mind Blank
mind-spike,Mind Spike,2,divination,Action,action,120 feet,feet,120,,false,true,false,,"Concentration, up to 1 hour",true,false,true,wisdom,false,,Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 2.,Spell Descriptions: Mind Spike
minor-illusion,Minor Illusion,0,illusion,Action,action,30 feet,feet,30,,false,true,true,a bit of fleece,1 minute,false,false,false,,false,,,Spell Descriptions: Minor Illusion
mirage-arcane,Mirage Arcane,7,illusion,10 minutes,long-cast,Sight,sight,,,true,true,false,,10 days,false,false,false,,false,,,Spell Descriptions: Mirage Arcane
mirror-image,Mirror Image,2,illusion,Action,action,Self,self,,,true,true,false,,1 minute,false,false,false,,false,,,Spell Descriptions: Mirror Image
mislead,Mislead,5,illusion,Action,action,Self,self,,,false,true,false,,"Concentration, up to 1 hour",true,false,false,,false,,,Spell Descriptions: Mislead
misty-step,Misty Step,2,conjuration,Bonus Action,bonus-action,Self,self,,,true,false,false,,Instantaneous,false,false,false,,false,,,Spell Descriptions: Misty Step
